id,user_id,hotel_id,post_content,status
244,100002563123044,620354171357517,good day po!  ask ko lng if  pila ang monthly payment?  sang 2 bedrooms ? kng wala pag ibig?  heres my email add. eleragamboa@gmail.com.. thanks!,1
245,100002569320128,929778327061583,Great hostel! The boss is very nice!!,1
246,100002582051260,485786431445960,One Night Lonely....,0
247,100002621332347,1571612506414924,Blue Sea Villas are proffesional. They do a good job renting out and taking care of our  apartment in Mojacar. Five stars,1
248,100002637399920,485786431445960,Thắm thơm :);););,1
249,100002639093983,157752174347327, “Happy Vijaya Dashami” 2013 !!! ,1
250,100002674544602,472142572809057, Like mình cái nào,1
251,100002681901714,355318834582376, Au co 5 * cruises    http://hanoiromancehotel.com/en/services/ha-long-bay-tours.aspx,1
252,100002700407747,197455960317138,"Amazing hotel! Good price and really nice staff, super breakfast, good location and beautiful rooms! ",1
253,100002710840160,164636565409,The disco party!!!!!!!,1
254,100002712709827,147611895600078,ch mình hỏi giá phòng đc không bạn. check ib giúp mình với,1
255,100002732554022,664463123648005, Come on!     #  halloween     #  thewavehanoi     #  edengarden     #  edm     #  cosmicgate     #  angemi     #  hanoi ,1
256,100002776011432,153977564805074, Have a nice day  ,1
257,100002778591576,485786431445960, Morning view                                                         #  weekend     #  refreshment     #  relax ,1
258,100002855428451,844296012305313,  Thúy Một Mí,1
259,100002861548342,485786431445960, Event   #  pandora ,1
260,100002870577906,1560190850934444,Đẹp+... với cả Chuẩn không cần chỉnh.,1
261,100002874246770,1427514047480765,ethu mildi h,0
262,100002881587800,485786431445960, At my   #  bar   ~ 01:10 am. Not allowed to come   #  home     frown emoticon     #  sleepy     #  waitress     #  antidotebar     #  JWMarriottHotelHanoi     #  vietnam     #  tired     #  thoughtful     #  sorrow     #  lifesucks     #  noexplain     #  ugly     #  shame     #  empty ,0
263,100002919148830,563917740343279,BEST homestay EVER!!!,1
264,100002923433086,211418062225555, ベトナムの朝御飯！   最高！   御馳走様でした！ ,1
265,100002957051749,1409331422645274,  Trần Chen,1
266,100002959226415,164636565409,"Were are supplier sport equiments &amp; nets. Plz give me email purchasing dept, we will send quatotion 2013 -2014. tks for so m.",1
267,100002992979050,164636565409,Nhớ cái hôm ấy !,1
268,100003011093626,211476462290972,amazing! Aphrodite goddess of love and beauty,1
269,100003035453825,1583057775263020,"Ks này OK, sẽ có lan quay lai",1
270,100003036376202,109924292681661, Giờ mới được về phòng nghỉ nửa tiếng đây trời ơi   frown emoticon ,1
271,100003042619867,1470515046537744, Местный ром с соком манго из пакетана террасе у номера... чУдное начало вечера...     #  Vietnam     #  Вьетнам     #  Хойан     #  HoiAn     #  MySon     #  Мишон     #  путешествие     #  Азия     #  Asia     #  trip     #  tour     #  asiatour     #  asiatrip     #  красиво     #  rum     #  evening ,1
272,100003086173087,164636565409, in   #  vietnam     #  halongbay    2015 12 31 ~ 2016 1 3  ,1
273,100003090211363,164636565409,"Hello, the resume must be in Vietnamese or English? Thank you. ",1
274,100003093798899,485786431445960,Trình bày rất chuyên nghiệp và đẹp.,1
275,100003133541120,485786431445960,JW quá đẹp!!!! tự hào được làm việc tại đây!!!!!,1
276,100003142071522,323940062859,Do you have bi-level suites,1
277,100003166080112,1571612506414924,Another wonderful stay in Mojacar. Stayed at Los Zahories for the 3rd time now. Lovely apartment and great location. Wendy and the BSV team go that extra mile to make sure that your stay is perfect. Will be booking again for next year for sure. Ian,1
278,100003166677545,211476462290972, So wonderful!!! I wanna come back right away!  ,1
279,100003176222310,1424009947843059,So kute...!!!,1
280,100003187459739,743552322390935, Chụp choẹ zới may gái xinh!! ,1
281,100003220000459,145402922137228, This is  a very nice place....I like it very much....,1
282,100003223102870,303758469717843," Good service, nice room  ",1
283,100003239618684,64407053782,Hãy viết gì đó...Dich  vu tren tau qua tot. Nguoi thuyen truong gia nguoi Phap rat gioi va quan tam den khach hang. Toi van an tuong hinh anh nguoi thuyen truong dua tan tay chiec may anh chup de quen tren boong.,1
284,100003299418309,485786431445960,"Nhìn khách sạn từ xa, rồi lại theo dõi trên face, chỉ mong muốn có 1 ngày được đóng góp sức mình cho khách sạn. hồ sơ gửi rồi mà cũng chưa được hồi âm. lại phải chờ đợi và đợi chờ....",1
285,100003300052544,1663548703877323,Buổi sáng bình yên!,1
286,100003302131170,180030915345034," Khách sạn phục vụ tốt, chuyên nghiệp!   By  KHOHANGSEC.COM  - Hàng nguyên bản từ CH Séc: Thực phẩm chức năng, vật tư và dụng cụ y tế, mỹ phẩm, đồ pha lê, ...",1
287,100003302131170,954910091191058," Khách sạn phục vụ tốt, chuyên nghiệp!   By  KHOHANGSEC.COM  - Hàng nguyên bản từ CH Séc: Thực phẩm chức năng, vật tư và dụng cụ y tế, mỹ phẩm, đồ pha lê, ...",1
288,100003314317081,116431445169619,Girl Calypso Hotel Group!,1
289,100003326153872,219178058280346,Woo hoo !,1
290,100003331221307,485786431445960,cho e hỏi hiện tại Marriot còn nhu cầu tuyển dụng ko?,1
291,100003337747286,340415042822036, Thân gửi Green House !  Cảm ơn các bạn đã cho chúng tôi 1 kỳ nghỉ tuyệt vời. Phòng ốc sạch sẽ thoáng mát nhân viên đáng iu vô cùng.Lần sau đến Đà Nẵng nhất định chúng tôi sẽ đến với các bạn.,1
292,100003344383903,170519889738520,please send you contact &amp; contract to vitours-in@hotmail.com,1
293,100003352684879,211476462290972,"welcome to our cruise, you will be our family members^^",1
294,100003386015881,323940062859, @AMOR_TASIA NO MATTER WHAT YOU ALWAYS THERE FOR ME AND I LOVE YOU FOR THAT.   #  THEREALIST  #  HAPPYANNIVERSARY,1
295,100003567934159,315714985299528,"Lễ Công Bố : Khách sạn Hà Nội Sahul đạt danh hiệu khách sạn 4 sao, theo tiêu chuẩn Quốc Tế !!!",1
296,100003578394855,973241522755751, Home sweet home  thank you Gia vien Home stay ,1
297,100003595312146,189209361267196,Happy women's day:x,1
298,100003600684428,485786431445960, Đẹp!,1
299,100003614174464,197455960317138,hello. ,1
300,100003645878846,485786431445960, Noel's coming ,1
301,100003694345023,485786431445960, Ngày chủ nhật của tôi - British Dream     #  educationukexhibition       #  marriotthotel       #  britishcouncil       #  supporter ,1
302,100003718096127,164636565409, Lạc lối ở sheraton ,1
303,100003728766476,485786431445960,Em chào anh chị! E muốn hỏi hiện tại ở khách sạn mình còn tuyển reception không ạk?,1
304,100003732309746,1650963588453980,Happy,1
305,100003775211774,147680342090458,Camel ơi,0
306,100003792784539,480461572136306,Tôi chỉ muốn nói một điều thôi. Quá tuyệt vời.! Đây là sự lựa chọn đúng đắn của tôi. Tôi hài lòng về tất cả ở đây.!!!,1
307,100003801493654,308846225876171,Are you ready with funny game on Pelican 3....,1
308,100003808996387,331565683601735,chao ca nha:);,1
309,100003813257650,1571612506414924,I would just like to pass on my praises to this company for being so helpful when we bought a apartment in Mojacar and put it up for rental's.The where on the ball and got bookings and a long term rental.Highly recommend Wendy and her staff,1
310,100003818296845,485786431445960,cho em hỏi khách sạn còn tuyển vị trí steward không ạ,1
311,100003833506022,850047381738094,Welcome to Church Legend Hotel Hanoi,1
312,100003839334064,308846225876171,Cocktail for you and friends,1
313,100003853947781,370071059683160," I made a reservation your hotel, 21-23 on June.  I will go alone.  So, please recomend good restaurant and good shop.",1
314,100003854747776,164636565409, • Good Night ...  My idol #  ChesterPCC ,1
315,100003854747776,313922805328424, • @Jiromochy : Thank you very much !  →_→   #  Hotel     #  VietNam ,1
316,100003857149686,424931944228269,Ilove u ,1
317,100003873092061,315714985299528, xin chào HANOI SAHUL HOTEL ,1
318,100003884088711,485786431445960,   #  framgia     #  framgiavietnam     #  FramgiaAnnualAwards   Lễ kỷ niệm 3 năm thành lập công ty !!,1
319,100003890734263,340415042822036, The view from hotel is very nice,1
320,100003914730677,164636565409,"helo . alo .chung chau dang thuc tap o hotel . hjhj . cam giac that la la. jong nhu la mot nguoi nhon that y! di lam dung that la di lam. colen pon mjnh oi! hj, moi nguoi vui long huong dan chung chau nhe! thanks nhju nhju ak! hjhj",1
321,100003923885109,64407053782,mjh thjck du ljch.va mun cog hjen cho ngah du ljck.hj,1
322,100003931779941,347931698701255,Món quà mong đợi đã được nhận ah ! Thank chú Quang nhiều đã đưa sản phẩm của anh KTO về !,1
323,100003992164770,1417201508570124,Hanoi rocks war!!!! Who will win?,1
324,100004008417347,525045287564418, Nice place in Da Nang. Thank you for washing our stinky clothes  ,1
325,100004012157097,503706833117673, CHÚC MỪNG SINH NHẬT                        HM Hanoi,1
326,100004020978615,482696451814053,Ok,1
327,100004024386918,189209361267196,"Thank you to the staff at Golden Sun Suites for making our first visit to Hanoi and Vietnam so easy. Regards, Michael &amp; Jean Stiller",1
328,100004071892597,135324866614935, dep the em,1
329,100004084054325,355318834582376,"Hi there, my friend has been staying at your hotel during her holiday and recommend it for the best location as well as quality and service. I would like to consider to spend my staying here. I just have a question what, do you have in-room dinner service? Because I like to order food and eat in my room. I know there are many restaurants, food shops just right next to the hotel, would you be able to bring them to my room? Thanks!",1
330,100004107421682,207161862741164,I uploaded a review of your hotel on Trip Advisor!,1
331,100004138237326,620354171357517,hello good morning magkano ang down payment at montly at ilang years ang contribution!!!thank u,1
332,100004171657324,151462301571537, Merry Christmas !!! ,1
333,100004191035885,846411715409993,Muốn tặng Fusion Suites một tấm hình mà sao không đăng được ?,1
334,100004193923505,164636565409,When you come back.,1
335,100004201811813,1571612506414924,"Last night, great time here",1
336,100004313462022,135121083347092, Nice,1
337,100004342512432,265312270305501," This is Tadashi Ｓakurai who book your hotel on Aug17th.  May I ask you to pick me up at airport ?  My flight information is below.  Air Company: Vietnam Airlines  Flight # : VN385(HND→ＨＡＮ);  Arrive time:19:50  Could you please let me know the price if I have to pay for it ?   You please reply my email.  Thanks,",1
338,100004402088260,705451069470296,"Greetings from stephanie at the moment in tam coc- she wanted you to know that the take-away-breakfast was great, the driver was very safetly and the upgrade to superior room was very nice. She say thank you for a wonderful stay!",1
339,100004420271125,709787162441701,cho mình hỏi còn phòng ko vạy,1
340,100004455253607,261151587357260,Đến Sapa mình cũng ở đây,1
341,100004467728785,284192361685693,Thanks for great comment of our guest,1
342,100004497074323,582704741815201,Đến một lần là nhớ mãi,1
343,100004535624937,164636565409,Trong co ve dep day chu,1
344,100004596066106,212192215580475,"Phòng đẹp, sạch sẽ. Dịch vụ ok. Rất hài lòng khi đến đây. Đồ ăn sáng cũng rất ngon.",1
345,100004603204849,365683270164409,Family Transit Hotel is located in Noi Bai brings you a great relaxation space and convenient for your business trip!,1
346,100004603962003,309608585839366,Send me a brobhure x,1
347,100004612141546,164636565409,"mình nhớ cốc sữa nóng có 1 chút mật ong ,và 1 nụ cười thân thiện của ...",1
348,100004716633504,1430101293925015," Hi,  I would like to check if your hotel have  room with  balcony&amp;bath tub available on 10-14 Dec(4night);. I do need 2 room 2 person on each room.  moreover, Do you have an airport pickup?  How much for each room cost? Should I book with you or book it on  booking.com  ",1
349,100004745400229,211476462290972,aphrodite cruises view,1
350,100004747773818,1571612506414924," Hola Wendy,",1
351,100004826586590,525045287564418,"Nicest hostel in Danang! Friendly and helpful staff, amazing loaction, clean facilities and awesome free breakfast. 10/10 forsure.",1
352,100004832076591,640106616045345,"Great hotel, the best of all the hotels we stayed at on Vietnam, highly recommend it",1
353,100004846028100,489938871070471," This is Sorphounvilla in Siem Reap, Cambodia.  Please kindly booking our room when travel to Siem Reap Angkor.",1
354,100004856594418,437893912931738,"superbe,superbe!!profitez le plus possible...",1
355,100004892015918,465704200150560," Đã ở đây 2 ngày    Và thật sự rất tuyệt     Cố gắng nâng cấp mặt tiền nhé     Dịch vụ, CSVC là phải 4 sao, thái độ nhân viên là 5 sao  ",1
356,100004922839489,164636565409,A very nice hotel indeed,1
357,100005089815242,429764810466649,Nhân viên thân thiện quá . Ok,1
358,100005139763310,293947680762224, Trải nghiệm mùa hè,1
359,100005140742659,1583057775263020,the hotel gave me a wonderful 3days holiday. I will come back to stay with the premier room,1
360,100005206387940,664463123648005,Cool,1
361,100005208765257,848148918612043,"It looks wonderful, do you want New Destinations Network to promote it??",1
362,100005420856051,314116302056158, Half Marathon in 1:31H my personal best!!,1
363,100005468865586,664463123648005,Miss this place so much...,0
364,100005485389458,1583057775263020,"Minh muon dat 3 phong doi premier 18 to 23/7, co km gi ko ks?",1
365,100005497233103,371017579635682,My good friend .where is hotel,1
366,100005567442353,342775512513714,FELICITACIONES!!! Visitanos en ,1
367,100005582262292,164636565409, Alo alo!!!!!   Micro này thu tốt ghê!              ,1
368,100005592492420,1663548703877323, Thank you so much for making our stay unforgettable. Hope to see you all very soon,1
369,100005613764066,116431445169619,BEST HOTEL IN HANOI HANDS DOWN!! Keep up the GREAT work!!,1
370,100005666131643,670568689713836,Tuyệt...,1
371,100005826102336,171189606583225,Lovely Korean Guy!,1
372,100005832013838,189209361267196,"Oh thank you for your invitation,but i am very happy staying at .""BLUE HANOI INN""  at 12b chan cam street.Great hotel.",1
373,100005895341315,482696451814053,Kam on nhju kak bn hay ung ho nhe,1
374,100005898259492,664463123648005,hi there! can you buy food at this venue?,1
375,100005908890058,676182542434442,Ksan moj khaj truog ha?e bjo a thu xem sao hjx,1
376,100005952213418,120230848080105, plz like thiz page   https://www.facebook.com/btpyatra ,1
377,100005960679230,365683270164409,"Dịch vụ tốt , sạch sẽ , nhân viên thân thiện .tôi rất hài lòng",1
378,100005989968147,145402922137228,   #  adorable,1
379,100006016650749,204758482905250,Thank you very much for our great experience. We will definitely recommend you to all my friends. ,1
380,100006035560127,617228808414142, Chân thành cám ơn ông Kim Kyung Sic đã có kỳ nghỉ và làm việc tại khách sạn Dragon Sea.,1
381,100006119773531,1488754444722971, At Blue Hanoi Inn Hotel ,1
382,100006184170818,221652474655457, “The best value for money!!!” ,1
383,100006257132727,1470515046537744," chúc mừng  Joy Hoi An Homestay  hôm nay nhiều khách đến ! Hôm nào đó D,P uống cà phê cúc mừng nhe tại sân thượng JoyHoi an Homestay  ",1
384,100006258542367,579557175450439,Đẹp,1
385,100006292773830,503706833117673,Ước gì mình được ở khách sạn này,1
386,100006320943653,135121083347092,National Geographic's Best Travel Photos 2013 - in pictures ,1
387,100006345102097,158276791000095,Ha Long Dep Lam Cac Ban Oi,1
388,100006407529314,958882124144582,"Hey yo, Josh, Joe and our Team:);",1
389,100006414195886,309608585839366,Volcano eruption makes for amazing Northern Lights display ,1
390,100006484207651,453068184803476,Beauty ful,1
391,100006511872446,266341260106627,"Bia Sài Gòn vẫn nhất, hê hê.",1
392,100006514640699,159290024082525,boujour vous allers bien moi sa va .je vous remerse de votre  gentillesse.a l'anne prochaine si tout va bien,1
393,100006553905102,409365015795275, That my beautiful country  ,1
394,100006566352954,669030779834233,Happy Birthday to my Guest!!!,1
395,100006599560486,255163191262710,Hey ! Hey !   You ! You !  I want to be your girlfriend ?    #  porcupine     #  niceday     #  feelinglovely ,1
396,100006617231820,314116302056158,Good hotel,1
397,100006626769746,676182542434442,icon is nice comp...,1
398,100006703800356,135121083347092,Cái này hữu ích nè! ,1
399,100006703800356,221652474655457,Cái này hữu ích nè! ,1
400,100006703800356,359010427525572,Cái này hữu ích nè! ,1
401,100006832633596,465704200150560,Merry X Mas at Hanoi delight hotel,1
402,100007017434532,429764810466649, A lovely photo of the two of us!  ,1
403,100007056997073,403972803117386,For you all my heart,1
404,100007085264106,347931698701255,"Review, I have stayed at this hotel 4 times in the last month between trips to Cambodia and Thailand in my opinion this is the best value for the money I have found in Hanoi. Good clean, comfortable beds, super shower, good food, and a well trained staff.",1
405,100007115111746,1673394289542542, LOOKING FORWARD  ,1
406,100007144936602,709787162441701,"Hi, there, we are a couple would like private bathroom , and use of the kitchen, is this possible?",1
407,100007174152390,211476462290972," No matter it rains or not, we are happy and let's enjoy our fashionable raincoat style!  ",1
408,100007257338540,611779132166924,hi Thảo Nguyên hotel!,1
409,100007354393146,347931698701255,Pháo bông xem từ khách sạn AU COEUR D'HANOI rất tuyệt vời,1
410,100007363471479,482696451814053," The bay is dotted with tiny islands, pristine sandbanks on the turquoise water providing an excellent backdrop for swimming, kayaking or just lazing about on the boat deck to visit the most untouched areas. Enjoy swimming on quiet beaches.   [NEW TOUR]   #  Halong ",1
411,100007380498905,347931698701255,Rất thuận lợi cho du khách muốn khám phá phố cổ Hà nội,1
412,100007430774892,117843318367122," Ну вот и все..);Ханой пока, я домой  #  vietnam     #  hanoi     #  love     #  travel     #  me     #  follow     #  followme     #  happy     #  beautiful     #  smile     #  fun     #  amazing     #  life     #  memories     #  sweet       #  instagood     #  instalike     #  InstaSize     #  instarussia     #  Irussiagirl     #  arisha   #amazing #follow   #  beautyful     #  girl     #  sexigirl     #  blonde     #  best     #  cute     #  wow ",1
413,100007489292133,439921372737138,Good Morning Hanoi - Hotel view.,1
414,100007733917436,1502218643346817,"Eclipse legend was the best and friendliest experience we had in Ha Noi, the staff were excellent.",1
415,100007757670742,579557175450439,Love it!,1
416,100007801771285,117843318367122,hello,1
417,100007816182163,340415042822036,Tat ca moi nguoi o day that de thuong va tuyet voi.moi nguoi ai cung deu tot het.,1
418,100007873263659,164636565409,I need a job plz contcat me,0
419,100007880190173,482696451814053,Dep vai,1
420,100007901353835,211476462290972,Thanks for the amazing hospitality during our stay Aphrodite Cruises.,1
421,100007915778507,1571612506414924,thankyou wendy and the best of luck,1
422,100008064280197,560665447322079,cho hoi ngay dem 1 phong bao nhieu vay?,1
423,100008130759690,1678659992376911,  Trang Tran,1
424,100008160034997,387811564616084,Bạch mã hoang tử,1
425,100008228913520,262929017175213, Sáng thứ 7 ngày này tuần trước   heart emoticon  ,1
426,100008282252422,186513324707814, Great  DISCOUNT  site for travelers - you can post your promotions on  www.BookingPromotion.com,1
427,100008282252422,355318834582376," Hi, you can post your promotion on  www.bookingpromotion.com",1
428,100008356181817,347931698701255,Gửi tặng chị yêu những bông hoa ngoc lan,1
429,100008357689168,631187810227407,Nhà tớ đã ở đây rồi. Cũng được. Mát mẻ có hồ bơi rộng nhung tội là xa phố quá. Hihi. Hè tới đi tiếp,1
430,100008654179006,314116302056158, Happy birthday to meeee  ,1
431,100008661303670,462266583941871,"Món ăn ngon cùng tâm ngừơi làm, khéo léo tinh tế!!",1
432,100008701967495,148592598530893, I am looking to book 8 nights in September in a Premium Deluxe Room do you have any deals which include breakfast. I was sure that I read free breakfast year round but now cannot find it.,0
433,100008838824644,1430101293925015,"hello there? i am scheduled to visit hanoi on march so, i would like to check a price rates for a room, prior to going into making a reservation. pls let me know if i could ask you some questions about room rates and other services you can provide to me during our stay at your hotel. it is better &amp; convenient for me if you have a skype account.",1
434,100008909527554,204758482905250,Great junk for cruising Halong Bay! Cheers for Galaxy Cruises!,1
435,100008934430512,620354171357517,Sa Lahat ng PAG-IBIG Members may Magandang Balita ang PAG-IBIG Fund sa Inyo!,1
436,100008988881230,315714985299528," I have liked your page, maybe one back? Thanks     https://m.facebook.com/profile.php?id=133092176868033",1
437,100009085540767,640106616045345,Đẹp quá,1
438,100009099804544,563917740343279,"Ad ơi, ngày 26/5 này em vào Hội An. Ad báo giá  phòng cho em nhé. Đoàn em đi khoảng 20 người.",1
439,100009105870437,117843318367122,   #  teaparty     #  afternoontea     #  meetup     #  apricothotel     #  sandwich     #  macarons     #  cake     #  sweetfood     #  lolita     #  angelicpretty ,1
440,100009182085535,164636565409, Happy Birthday cô em gái  ,1
441,100009218367976,102598133184328,FOR MY CITY,1
442,100009241185119,462266583941871," đã like, bạn like và 5sao giúp mình nhé.   https://www.facebook.com/pages/C%C3%B4ng-ty-TNHH-D%E1%BB%A5ng-c%E1%BB%A5-c%C3%B4ng-nghi%E1%BB%87p-HTV/1391300214522264",1
443,100009273236130,411461885661959, Plz. Contact SUTTHATIP   email:  suttiw.th@hotmail.com  I would like to book a room and,1
444,100009351684234,164636565409,Đã win,1
445,100009452751343,462266583941871,Chú e khoẻ ko,1
446,100009539142398,164636565409," Rental car for family, travel, wedding, airport pick up  Special rate for Saturday and Sunday every-week  Brand name: cerato, toyota, vios...: 15$k  Camry 5 pax for airport pick up: 30$k  Camry new version 5 pax, color black for wedding anniversary: 70$k  Contact: Me Tri Ha - Nam Tu Liem  Phone number: Mrs. Huyen: 0989088438",1
447,100009557063221,803869132985727,Thank you for your choosing Golden Time Hotel.See you next time.,1
448,100009565089179,950863758336907,Eli design,1
449,100009566860527,664463123648005,   #  thewavemusicfestival      #  throwback ,1
450,100009594286054,314116302056158,"Hôm nay rất là vui vẻ, lại có quà hihi",1
451,100009815883968,485786431445960, Morning,1
452,100009842287428,164636565409, - Bọn tớ lại đi diễn có nhau các cậu ạ  ,1
453,100009928327358,293947680762224," philiip + su ,hẹn 1 ngày k xa  ",1
454,100010131364408,617228808414142,Dragon Sea Hotel - Một khách sạn tuyệt vời với phong cách phục vụ cũng rất tuyệt vời !,1
455,100010176883452,480461572136306, Rất hân hạnh được hợp tác,1
456,100010192815127,850047381738094, Khách sạn đẹp mê hồn luôn .,1
457,100010290911874,844296012305313,L amitie resou tout,1
458,100010318514226,634252346612389,"Hallo, Phượng Lan,anh hiện đã về lại Đức và đã vào trang hanoiyouthhostel, các hình ảnh ở đây rất thú vị, liệu có được post. một số hình vào trang Raovatberlin.de Không?",1
459,100010387745015,664463123648005,"Dudi vs phưn ăn đi ăn quẩy nóng :""3",1
460,100010518378092,437240659655065, Dừng chân một chút để bạn cảm nhận thành phố xinh đẹp về đêm lung linh và huyền ảo,1
461,100010584392659,370071059683160,Hi my husband smokes.  Outside only (on a balcony for instance);. Is it true the Artisan Hotel is totally non-smoking. I guess this means we can't stay there?  Shame really. Oh well lots more Hanoi hotels but we would have liked this one.,0
462,100010769168424,158875554458100,love this hotel,1
463,100010776214915,255163191262710,Nice pen from Five Stars pullman Hotels &amp; Resorts ,1
464,100010797902479,164636565409,   #  sheratonhotel      #  lightning     #  thunder     #  weather     #  clouds     #  sky     #  storm     #  Hanoi     #  Vietnam     #  SEAsia     #  Canon6D     #  niftyfifty     #  50mm     #  longexposure ,0
465,100010809361489,135121083347092," nice and friendly, calm and clean .... all is perfect   many many thanks for all.... we miss you",1
466,100010825623978,211418062225555,"Last weak we visited we received vary good expiriance just we can't explain my filling , I think we don't won't to go any wear in the world this city &amp; hotel is mind blowing , I just recap and to stay in this hotel if u r hart is child &amp; live u r life .",1
467,100010914010293,1609099752674729, Tết tết tết... Vui như tết  Hoa đào hoa mai chúm chím chào xuân  Delano hotel cùng đón giao thừa  Trong muôn vàn yêu thương ấm áp  Chúc cả nhà vạn sự bình an,1
468,100011085754719,1571612506414924,"Hi we are looking for a villa with private pool , suitable for 3 adults &amp; 3 kids , in August. X",1
469,100011133280110,211476462290972,"My husband &amp; I spent 2nights on your halong bay cruise in feb. We felt like royalty the way we were treated. It was an amazing experience, what was more amazing was all your fantastic staff in particular viet (victor);. A big hello and thankyou to you all.(We would love your vietnemese roll recipe viet!); Kay &amp; Greg from perth.",1
470,100011214003135,1070723119658555, Welcome back home   All the waitress simle like the sun shine in spring.  Like the sun kissing your face softly and tenderly.  And all the angels gonna try their best to help you. ,1
471,100011531161275,1070723119658555, So funny,1
472,1002601702,164636565409, Ceremonial turnover of the Asia LEDS Partnership to ICLEI Asia offices. Learn more at  forum2016.asialeds.org,1
473,1003254721,293947680762224,Thank you for a pleasant stay! Walter and the ladies! (Big Buddha);,1
474,1004010307,1562513834011933," One of the best (if not THE); best adventure we've had and all in one day! The team are incredible, can't rate theme enough! If you're in Phong Nha this is a MUST!  Andrea O'Malley",1
475,1006494046,197455960317138,Good quality of staff service. The Hostel's Wifi is ubiquitous in every room for free... This is very practical !,1
476,1009975337,1571612506414924,Thanking you once again Wendy at BSV for your help above and beyond the call of duty. Fantastic service!! You always deliver!! Have a Fabulous Xmas and all the very best to the team for 2016.,1
477,1014594970,323940062859,i messaged this site and the other site my contact info for the third place prize. i hope you guys got it lol because i did not know what page to send it to this one or your new one. cant wait til me and my guy go again in october!,0
478,1016106278,469965193057993, Friendly and very polite. Clean only minor stain noticeable in basin. ,1
479,1016746962,671410232917210,Thank you for making our stay in Hanoi so wonderful!!  Hope to see you again!  We are fans!  - your friends from Evolve Dance,1
480,1021575951,705451069470296," Spending my wedding anniversary... hotel standard room is small... got to change room... power supply always trip and got to bath with a torch light. The customer service is good especially the young girl in the photo.   However, thanks for the great hospitality. ",1
481,1025220651,1571612506414924,good luck with your new business x,1
482,1031195612,981632381887437,"Thank you very much to all the staff... Nice and cozy rooms, affordable and super friendly staff! Definitely we will be back!",1
483,1032595614,972516892810156," Dont wait one more minutes to go to Marvellous Hotel and Spa!!    It was one of my best experience in Hotel in a long time. The service is brillant. Nice, available welcoming and attentive team took care of us during our short stay. The rooms was clean, charming furniture, couple of fresh fruit and water were here for us. Every detail was a proof of an excellence service and high standard boutique hotel. I'm dying for another banana pancake for breakfast overlooking Old Hanoi. ",1
484,1033042998,1424009947843059,"Cooking (Cao Lau); , a kind of regional Vietnamese Hoi An noodles at Frangipani Boutique hotel's kitchen with Hong Kong style .",1
485,1035290892,844296012305313,"My family and I stayed for 3 nights in late March/early April  and we loved everything about this place - the rooms, the location and the super friendly staff. We stayed in many types of accommodation on our 3 week trip to Vietnam but we all voted this was the best!",1
486,1038277524,255163191262710,"Cuối cùng sau nỗ lực thương thảo và bác ng ấn độ chắc cũng mệt rồi nên mọi thứ dần có dấu hiệu giảm xuống, thiết nghĩ khách sạn hơn 4 sao gì mà cách âm tồi thế, 0h39 ngày 03/05/2016 bắt đầu đi ngủ.",0
487,1042780640,347931698701255,Khách sạn điệu đà dễ thương. Sáng loa kèn trắng muốt. Chiều hoa đã thay bằng màu cam rực rỡ.,1
488,1043870323,284192361685693, That's my guy!,1
489,1045898642,453068184803476, Although I look like a large mouth bass ;Happiness is being reunited with the Hanoi Graceful Hotel team and rocking a group selfie!#  saycheese ,1
490,1046002320,525045287564418,"Wonderful, helpful, fun-loving people running this place.",1
491,1048461924,387811564616084,"The hotel looks new and clean. Locates in the heart of old French quarter, within 5 mins' walk to the lake and church nearby.",1
492,1058835309,1571612506414924," Big big thank you from the procter family to blue sea villas for sorting our air conditioning today. Well done Wendy, John &amp; Clive.",1
493,1059107880,164636565409, Be young. Be dope. Be proud!  #  young     #  wild     #  free     #  me     #  adidas     #  adidasoriginals     #  partytime     #  watergun     #  poolparty     #  smile     #  goodtimes     #  enjoylife ,1
494,1061286240,507883129272451, Good knowledge for sale online,1
495,1065612474,64407053782, I shot this video during my trip on the Emeraude to Ha Lon Bay last February - enjoy!,1
496,1072893231,117843318367122,Checking out the rooftop bar on the lake in central Hanoi,1
497,1095791815,323940062859,Whats the anniversary special Essence Suites has?,0
498,1106918594,664463123648005, Fugy TrejoMaria Chavez Kerry M Williams,1
499,1109090408,1379083872319465,je tente la chance. merci,1
500,1109858468,135121083347092,"Our stay in Hanoi was made even more relaxing as well as fun with the help of the wonderful staff of Paradise Boutique Hotel. Thank you guys, we surely did have a good time. Extend our regards to the Boss....",1
501,1110789905,317492115048091, Bún Thang và Xôi gà   colonthree emoticon   đời hiện giờ về cơ bản là ăn ấy mà   colonthree emoticon ,1
502,1112533145,485786431445960, Thanks for feeding me all the time  #  lunchie ,1
503,1116425136,117843318367122, A extraordinary moment in a wonderful place!,1
504,1117521714,718546104840255,"This hotel was very good and friendly, the staff was very helpful. This kind of little family owned hotel is more nice than big hotels.Perhaps we shall visit again in the future!",1
505,1119565936,164636565409,Breakfast w/ hubby,1
506,1121476788,164636565409,Work work work!!!,0
507,1125571533,469965193057993, The best staff on a hotel in the World  ,1
508,1142363633,261151587357260," As our way of saying thanks for your patronage, ",1
509,1144710051,525045287564418,Saeid relishes one final moment before selling his bike (for a profit!); in Da Nang.,1
